PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,SortKey,GameID,PGN
0O9oL,2r2rk1/pb3pp1/1p1p1n1p/3Pp3/Q3B2q/2P5/P2B1PPP/R3R1K1 b - - 2 18,b7d5 e4h7 g8h7 a4h4,1498,76,95,24240,advantage discoveredAttack middlegame short,https://lichess.org/sYBjrVAO/black#35,Nimzo-Indian_Defense Nimzo-Indian_Defense_Normal_Line,2302800,sYBjrVAO,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 Bxc3+ 5. bxc3 O-O 6. Bd3 b6 7. Nf3 Bb7 8. O-O d6 9. Re1 Nbd7 10. e4 e5 11. d5 Rc8 12. Bg5 h6 13. Be3 c6 14. Nh4 Nxe4 15. Bxe4 Qxh4 16. Bd2 cxd5 17. cxd5 Nf6 18. Qa4 *
NWNYj,4Qbk1/2p4p/5r2/pp1P4/1Pb5/K2n3P/P3R1B1/1R6 w - - 0 33,e2b2 a5b4 b2b4 f6a6,1650,74,97,13476,mate mateIn2 middlegame pin short,https://lichess.org/DRlmganh#64,,1307172,DRlmganh,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 e5 6. fxe5 dxe5 7. d5 O-O 8. h3 Ne8 9. g4 Qh4+ 10. Kd2 f5 11. Nf3 Qf2+ 12. Qe2 Qb6 13. gxf5 gxf5 14. Kc2 Nd6 15. Be3 Qa5 16. Bd2 fxe4 17. Nxe4 Bf5 18. Bxa5 Nxe4 19. Kb3 Nc5+ 20. Ka3 b6 21. Bb4 Nba6 22. Bxc5 Nxc5 23. Bg2 Bd3 24. Qe3 e4 25. Ng5 Bxc4 26. Nxe4 Rae8 27. Rae1 Nd3 28. Re2 Rf4 29. Nf6+ Rxf6 30. Qxe8+ Bf8+ 31. b4 a5 32. Rb1 b5 *
HqRi8,r4r2/ppp3pQ/4k3/1P1pP1b1/3P1n2/P1P5/6P1/5RKR w - - 0 28,h7g7 f4e2 g1h2 f8h8 g7h8 a8h8,1560,75,92,14796,anastasiaMate long mate mateIn3 middlegame,https://lichess.org/ElEhE5OX#54,,1361232,ElEhE5OX,1. e4 e5 2. f4 exf4 3. Be2 Qh4+ 4. Kf1 Nc6 5. Nf3 Qd8 6. d4 d5 7. e5 Bf5 8. Bxf4 Nge7 9. a3 Ng6 10. Bg3 h5 11. h4 Be7 12. c3 Be4 13. Nbd2 Bxf3 14. Nxf3 Qd7 15. b4 f6 16. b5 Nd8 17. Qd3 Qg4 18. Ng5 Qxg3 19. Qxg3 fxg5 20. hxg5 O-O+ 21. Kg1 Ne6 22. Bxh5 Ngf4 23. Bg4 Nxg5 24. Rf1 Nge6 25. Qh2 Bg5 26. Qh7+ Kf7 27. Bxe6+ Kxe6 *
reREt,2kr4/ppp2pp1/8/2bP4/4P3/6rq/P3BP1P/2RQ2KR w - - 11 25,h2g3 h3g3 g1f1 g3f2,1488,74,94,16482,mate mateIn2 middlegame pin short,https://lichess.org/X61IPF7p#48,,1549308,X61IPF7p,1. e4 d5 2. c3 d4 3. d3 e5 4. Nf3 Nf6 5. Bg5 Bd6 6. cxd4 Bg4 7. Nbd2 h6 8. Be2 hxg5 9. dxe5 Bxf3 10. Nxf3 Bb4+ 11. Kf1 g4 12. exf6 gxf3 13. gxf3 Qxf6 14. Qa4+ Nc6 15. d4 O-O-O 16. d5 Qxb2 17. Kg2 Nd4 18. Bb5 Nxf3 19. Kxf3 Rh3+ 20. Kg2 Ra3 21. Qd1 Bc5 22. Be2 Qc3 23. Rc1 Qh3+ 24. Kg1 Rg3+ *
5YVVa,8/8/5p2/6k1/4P2p/5P1K/8/8 b - - 1 57,g5h5 f3f4 h5g6 h3h4,1558,75,97,16842,crushing endgame pawnEndgame quietMove short zugzwang,https://lichess.org/3GRjvesa/black#113,,1633674,3GRjvesa,1. d4 e6 2. c4 d5 3. Nf3 h6 4. Bf4 Bb4+ 5. Nc3 Bxc3+ 6. bxc3 Nf6 7. Ne5 O-O 8. e3 a6 9. cxd5 Nxd5 10. Qg4 Nxf4 11. Qxf4 Nd7 12. Bd3 Nxe5 13. Qxe5 f6 14. Qe4 f5 15. Qe5 c6 16. O-O Qf6 17. Qd6 Rd8 18. Qc5 Rd5 19. Qc4 Rd8 20. Rab1 Rb8 21. Qb3 Bd7 22. a4 Kh8 23. c4 Be8 24. c5 Bf7 25. Bc4 f4 26. Qc3 f3 27. Rfd1 fxg2 28. a5 Qf5 29. Rb2 Qh5 30. Rdb1 e5 31. Bxf7 Qxf7 32. dxe5 Qf3 33. Qe1 Re8 34. Rxb7 Rxb7 35. Rxb7 Rxe5 36. Rb8+ Kh7 37. Qb1+ Qf5 38. Qxf5+ Rxf5 39. Rb6 Rxc5 40. Kxg2 Rxa5 41. Rxc6 Ra4 42. Rc7 a5 43. Ra7 Ra2 44. Ra6 a4 45. Kg3 a3 46. h4 Ra1 47. h5 a2 48. Kf3 Rh1 49. Rxa2 Rxh5 50. Ra6 Rf5+ 51. Ke2 h5 52. e4 Rf6 53. Rxf6 gxf6 54. Kf3 Kg6 55. Kg3 Kg5 56. f3 h4+ 57. Kh3 *
N9M2D,7k/1R5p/5p2/2pB3K/6P1/1p2rn1P/8/8 b - - 2 43,e3e5 h5h6 e5d5 b7b8 d5d8 b8d8,1565,76,96,16048,endgame long mate mateIn3 sacrifice,https://lichess.org/Esp9lUMh/black#85,,1540608,Esp9lUMh,1. c4 e5 2. Nc3 Nf6 3. g3 d5 4. cxd5 Nxd5 5. Bg2 Nxc3 6. bxc3 c6 7. e4 Bc5 8. Ne2 O-O 9. O-O Be6 10. d4 exd4 11. cxd4 Bb6 12. Be3 Bc4 13. f4 Bxe2 14. Qxe2 Bxd4 15. Rfd1 Bxe3+ 16. Qxe3 Qb6 17. Qxb6 axb6 18. Bh3 Na6 19. Rd7 Nc5 20. Re7 Rfe8 21. Rxe8+ Rxe8 22. e5 f6 23. exf6 gxf6 24. Rb1 b5 25. Rc1 Nd3 26. Rd1 Nb4 27. a3 Nc2 28. Rd7 Rb8 29. Be6+ Kh8 30. Rd3 Ra8 31. Rd7 Nxa3 32. Rxb7 Nc2 33. Rc7 Nd4 34. Bf7 b4 35. Rb7 c5 36. Kf2 Ra3 37. g4 Rf3+ 38. Kg2 Rxf4 39. Kg3 Rf3+ 40. Kh4 b3 41. Bd5 Re3 42. h3 Nf3+ 43. Kh5 *
izTGa,6k1/2p3b1/1p1p3p/p2Pn1p1/P1P5/1P4P1/3NQ1BP/2q3K1 w - - 1 32,g2f1 c1d2 e2d2 e5f3 g1g2 f3d2,1549,73,96,22123,attraction crushing endgame fork long sacrifice,https://lichess.org/N3bolXha#62,,2123808,N3bolXha,1. c4 e5 2. g3 d6 3. Bg2 Nc6 4. e3 Be7 5. Nc3 Nf6 6. d4 exd4 7. exd4 O-O 8. Nge2 h6 9. O-O a6 10. Be3 Bd7 11. Qd2 Rb8 12. Ne4 Ng4 13. Bf4 g5 14. Be3 Nxe3 15. fxe3 f5 16. Nf2 Bf6 17. Rae1 Bg7 18. b3 b6 19. e4 fxe4 20. Nxe4 Rxf1+ 21. Rxf1 a5 22. d5 Ne5 23. Nd4 Qe8 24. Nf5 Bxf5 25. Rxf5 Qg6 26. Rf1 Rf8 27. Rxf8+ Bxf8 28. Qf2 Bg7 29. Qe2 Qf5 30. Nd2 Qc2 31. a4 Qc1+ *
2IJeo,4rk2/p1P2p2/1P3p2/P1K5/8/4P2p/4b2N/8 b - - 0 43,f6f5 b6b7 e2a6 b7b8q,1421,74,97,22220,advancedPawn crushing endgame pin promotion short,https://lichess.org/9y5rqjtk/black#85,,2155340,9y5rqjtk,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Nd4 5. Bc4 d5 6. exd5 b5 7. Nxd4 bxc4 8. dxc4 exd4 9. Qxd4 Bd6 10. Bg5 Qe7+ 11. Qe3 Rb8 12. Bxf6 Qxe3+ 13. fxe3 gxf6 14. b3 Bf5 15. c3 Be5 16. Kd2 Be4 17. Na3 Bxg2 18. Rhg1 Be4 19. h3 c6 20. Nc2 cxd5 21. cxd5 Bxd5 22. Nd4 Be4 23. Raf1 h5 24. c4 Bh2 25. Rg7 Kf8 26. Rgg1 Bxg1 27. Rxg1 Rg8 28. Rxg8+ Kxg8 29. Kc3 Bg2 30. b4 Bxh3 31. c5 Be6 32. a4 h4 33. Nf3 h3 34. Nh2 Bd7 35. b5 Be6 36. c6 Rc8 37. Kb4 Kf8 38. Kc5 Bb3 39. a5 Ba4 40. Kb4 Bd1 41. Kc5 Re8 42. c7 Be2 43. b6 *
keKdk,8/8/p3k1pp/4Pp2/P4K1P/8/6P1/8 b - - 0 45,e6d5 h4h5 g6h5 f4f5,1787,77,95,14485,crushing deflection endgame pawnEndgame short,https://lichess.org/bsPvOJH5/black#89,,1376075,bsPvOJH5,1. e4 c5 2. Nf3 Nc6 3. c3 d6 4. d4 cxd4 5. cxd4 e6 6. d5 exd5 7. Qxd5 Be6 8. Qd1 Be7 9. Nc3 a6 10. Be2 Nf6 11. O-O O-O 12. Bf4 Ne8 13. Qc2 Rc8 14. Rad1 Nb4 15. Qb1 a5 16. a3 Na6 17. e5 Qc7 18. Nb5 Qc6 19. exd6 Nxd6 20. Nxd6 Bxd6 21. Bxd6 Rfe8 22. Bxa6 bxa6 23. b4 axb4 24. Bxb4 Bd5 25. Rc1 Qb7 26. Rxc8 Rxc8 27. Qd3 Bc4 28. Qd4 Bxf1 29. Kxf1 Rc1+ 30. Ne1 Qc8 31. Kg1 h6 32. h3 Qe8 33. Kh2 Rxe1 34. Bxe1 Qxe1 35. Qd8+ Kh7 36. Qd3+ g6 37. f3 Qe6 38. a4 Qf6 39. Qe4 Qd6+ 40. f4 f5 41. Qe5 Qxe5 42. fxe5 Kg7 43. Kg3 Kf7 44. Kf4 Ke6 45. h4 *
7pcIw,rnb2q1k/pp1pn1bP/4p1Q1/2p1P1B1/2B4N/3P4/PPr5/RN2K2R w KQ - 0 18,g5e7 f8f2 e1d1 f2e2,1308,75,96,18674,mate mateIn2 middlegame short,https://lichess.org/GDa2SHu3#34,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,1792704,GDa2SHu3,1. e4 c5 2. Bc4 g6 3. Nf3 Bg7 4. d3 Nh6 5. h3 O-O 6. g4 Kh8 7. g5 Ng8 8. h4 e6 9. h5 h6 10. hxg6 fxg6 11. gxh6 Bf6 12. h7 Ne7 13. e5 Bg7 14. Nh4 Rf7 15. Qg4 Qf8 16. Qxg6 Rxf2 17. Bg5 Rxc2 *
XM53W,k2r1b1r/p1Qpq3/Bp3p1n/3b2p1/7p/5P2/PP1N1P1P/2R2RK1 b - - 5 19,h6f7 c7c8 d8c8 c1c8,1300,74,95,16394,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/V9U0tZJa/black#37,Kings_Pawn_Game Kings_Pawn_Game_Tayler_Opening,1557430,V9U0tZJa,1. e4 e5 2. Nf3 Nc6 3. Be2 b6 4. c3 Bb7 5. d4 exd4 6. cxd4 Qe7 7. e5 O-O-O 8. d5 Nxe5 9. Bg5 f6 10. Bf4 Nxf3+ 11. gxf3 g5 12. Bg3 h5 13. Nd2 h4 14. Bxc7 Kxc7 15. Qc2+ Kb8 16. Rc1 Bxd5 17. Qc7+ Ka8 18. O-O Nh6 19. Ba6 *
W0jCB,3r1rk1/2p3pp/p2pp3/2p5/2N1bqPb/1P1P4/PBP1Q1K1/5RR1 w - - 0 26,e2e4 f4g3 g2h1 g3h3,1347,76,97,16154,mate mateIn2 middlegame short,https://lichess.org/ocfzfLqK#50,,1566938,ocfzfLqK,1. f4 f5 2. Nf3 Nf6 3. e3 e6 4. b3 Nc6 5. Bb2 Be7 6. Bb5 O-O 7. Ne5 a6 8. Bxc6 bxc6 9. O-O Bb7 10. d3 d6 11. Nc4 Qe8 12. Nbd2 c5 13. Nf3 Ng4 14. Qe2 Rd8 15. h3 Nf6 16. Nfd2 Qg6 17. Kh2 Nh5 18. g4 fxg4 19. hxg4 Nf6 20. Rg1 Nd5 21. Kg3 Qf7 22. Ne4 Nxf4 23. exf4 Qxf4+ 24. Kg2 Bh4 25. Raf1 Bxe4+ *
euzkU,7r/2kr1ppp/1p6/3nQ3/3Nn3/3b4/5PPP/1N2K3 b - - 3 32,c7d8 d4c6 d8c8 e5b8,1472,78,94,15093,mate mateIn2 middlegame short,https://lichess.org/vJR7SwD1/black#63,,1418742,vJR7SwD1,1. e4 d5 2. exd5 Nf6 3. c4 c6 4. Qa4 Bd7 5. dxc6 Bxc6 6. Qb3 e5 7. Nf3 Nbd7 8. d3 Nc5 9. Qc3 e4 10. Qe5+ Qe7 11. dxe4 O-O-O 12. Qf5+ Bd7 13. Qf4 Ncxe4 14. Be2 Qb4+ 15. Bd2 Qxb2 16. O-O Qxa1 17. a3 Qb2 18. Ba5 b6 19. Bb4 Bxb4 20. axb4 Qxe2 21. Ne5 Be6 22. Nc6 Qxf1+ 23. Kxf1 Bxc4+ 24. Ke1 Nd5 25. Qf5+ Rd7 26. Nxa7+ Kd8 27. Nc6+ Kc8 28. Na7+ Kd8 29. Nc6+ Kc7 30. b5 Bxb5 31. Nd4 Bd3 32. Qe5+ *
k4Sxr,1k6/5R2/2PK4/4P3/8/5pr1/7p/8 w - - 2 61,c6c7 b8b7 f7f8 g3g6 e5e6 g6e6 d6e6 b7c7 f8h8 f3f2 h8h2 f2f1q,1984,78,94,145219,advancedPawn advantage defensiveMove deflection endgame promotion rookEndgame sacrifice veryLong,https://lichess.org/8WTEXSqJ#120,,13650586,8WTEXSqJ,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. Bg5 Be7 8. Bxf6 gxf6 9. N1c3 a6 10. Nd4 e5 11. Nxc6 bxc6 12. Be2 O-O 13. O-O f5 14. Kh1 Rb8 15. b3 fxe4 16. Nxe4 f5 17. Nc3 f4 18. Bf3 Bd7 19. Ne4 Qc7 20. Qd2 Bf5 21. Rad1 Rbd8 22. Nc3 Kh8 23. Rfe1 Rf6 24. Be4 Bg4 25. f3 Bf5 26. Qd3 Qd7 27. Re2 Rdf8 28. Red2 h5 29. Bxf5 Qxf5 30. Ne4 Rg6 31. Qf1 Rd8 32. Rd3 h4 33. h3 a5 34. Nf2 a4 35. Ng4 Kg7 36. Qe2 axb3 37. axb3 Re6 38. Qe4 Qxe4 39. fxe4 Rb8 40. Kg1 Rb7 41. Kf2 Kf7 42. Ra1 Bd8 43. Kf3 Bb6 44. Ra8 Re8 45. Rxe8 Kxe8 46. Rxd6 Bd4 47. Rxc6 Rxb3+ 48. Ke2 Rb2+ 49. Kd3 Rxg2 50. Nxe5 Bxe5 51. Re6+ Kd7 52. Rxe5 Rg3+ 53. Kd4 f3 54. Rf5 Rxh3 55. Kd5 Rg3 56. c5 h3 57. c6+ Kc7 58. Rf7+ Kc8 59. e5 h2 60. Kd6 Kb8 *
Eg2rF,r2qk2r/1pp2ppp/1pnp1n2/4p1B1/1P2P1b1/2PP1QP1/P4PBP/R3K1NR w KQkq - 2 13,g5f6 g4f3 f6d8 f3g2,1434,73,97,13539,crushing middlegame short,https://lichess.org/t3F3lfWs#24,Vienna_Game Vienna_Game_Other_variations,1313283,t3F3lfWs,1. e4 e5 2. Nc3 Qf6 3. g3 Bc5 4. Qe2 d6 5. Nd5 Qd8 6. b4 Bd4 7. c3 Bb6 8. Bg2 Nf6 9. d3 Nc6 10. Bg5 Be6 11. Nxb6 axb6 12. Qf3 Bg4 *
kpCxr,r7/1b3pk1/1p2p2p/1p4p1/1B2P3/P1P1qP2/1Q4PP/3R3K b - - 5 29,a8d8 c3c4 f7f6 d1d8,1499,76,94,13680,crushing discoveredAttack endgame short,https://lichess.org/GNRSyVoS/black#57,,1285920,GNRSyVoS,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 O-O 6. e3 c5 7. Nf3 cxd4 8. Nxd4 Bxc3+ 9. bxc3 d6 10. Nb5 g5 11. Bg3 d5 12. cxd5 Nxd5 13. Bc4 a6 14. Bxd5 axb5 15. Bb3 Qa5 16. Qc2 Nd7 17. O-O Nc5 18. Bd6 Nxb3 19. Qxb3 Rd8 20. Be7 Rd7 21. Bb4 Qd8 22. a3 b6 23. e4 Bb7 24. f3 Rd2 25. Rfd1 Qd3 26. Rxd2 Qxd2 27. Rd1 Qe3+ 28. Kh1 Kg7 29. Qb2 *
uMcnb,5r1k/3n1pR1/r3p2P/1q1pP3/3n1NQ1/P1p5/5P1K/R1B5 b - - 0 25,d7e5 g7h7 h8h7 g4g7,1555,74,96,17990,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/Egk26N7B/black#49,,1727040,Egk26N7B,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Nce2 c5 6. c3 Nc6 7. Nf3 b5 8. a3 Qb6 9. Nf4 b4 10. axb4 cxb4 11. Be2 a5 12. O-O Ba6 13. Bxa6 Rxa6 14. g4 Be7 15. h4 O-O 16. h5 h6 17. Kh2 Qb5 18. Rg1 a4 19. g5 hxg5 20. Nxg5 Bxg5 21. Rxg5 a3 22. bxa3 bxc3 23. Qg4 Nxd4 24. Rxg7+ Kh8 25. h6 *
BzPP3,rn3rk1/pp2q1pp/2ppp3/3nP3/8/2N2Q2/PPP2PPP/2KR1B1R w - - 0 12,e5d6 e7g5 c1b1 f8f3,1402,75,96,21812,crushing middlegame short,https://lichess.org/UxExtu8R#22,Philidor_Defense Philidor_Defense_Exchange_Variation,2093952,UxExtu8R,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Be6 5. Nxe6 fxe6 6. Nc3 Nf6 7. Bg5 Be7 8. Qf3 c6 9. O-O-O O-O 10. e5 Nd5 11. Bxe7 Qxe7 *
52VfV,2r3rk/2q2pp1/p3p2p/1p1bP3/3p1Q1R/2bB3P/2P2PP1/5RK1 b - - 9 31,f7f6 h4h6 g7h6 f4h6 c7h7 h6h7,1410,77,95,16778,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/fYZ7o4gr/black#61,,1593910,fYZ7o4gr,1. e4 c5 2. Nf3 e6 3. Bc4 a6 4. O-O b5 5. Be2 Bb7 6. d3 Nf6 7. h3 d5 8. Bg5 dxe4 9. Bxf6 Qxf6 10. dxe4 Qxb2 11. Nc3 Qxc3 12. Bd3 Be7 13. Qe2 Nc6 14. Qe3 Nd4 15. Nxd4 cxd4 16. Qg3 O-O 17. Rab1 Rac8 18. Rb3 Qa5 19. Rb2 Ba3 20. Rb3 Be7 21. e5 Bd5 22. Rb2 Ba3 23. Rbb1 Bxa2 24. Ra1 Bb2 25. Rae1 Bc3 26. Qh4 h6 27. Re4 Bd5 28. Rg4 Kh8 29. Qg3 Rg8 30. Qf4 Qc7 31. Rh4 *
BxQBz,8/8/p6r/1p3p1p/bP2k3/P1B3RP/1K3P2/8 b - - 10 47,a4d1 g3e3 e4d5 e3d3,1519,76,94,19266,advantage endgame short,https://lichess.org/wxfge9JM/black#93,,1811004,wxfge9JM,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5 5. Bb3 Nf6 6. d4 exd4 7. Nxd4 Nxd4 8. Qxd4 d5 9. Bxd5 Nxd5 10. Qxd5 Qxd5 11. exd5 Bb7 12. Nc3 Bb4 13. Bd2 Bxc3 14. Bxc3 f6 15. O-O-O O-O-O 16. Rd3 Bxd5 17. Rhd1 Bxg2 18. Rxd8+ Rxd8 19. Rg1 Bf3 20. Ba5 Kb7 21. a3 g6 22. Bb4 f5 23. h3 Kc6 24. Be7 Rd7 25. Bg5 Kb7 26. Re1 h5 27. Bf4 Kc8 28. Rg1 Kb7 29. Re1 c5 30. Rg1 c4 31. Be5 Rd5 32. Bc3 Be2 33. Re1 Bf3 34. Re7+ Kc8 35. Re1 Kd7 36. Rg1 Rd6 37. b3 cxb3 38. cxb3 Rc6 39. Kb2 Ke6 40. Rxg6+ Kd5 41. Rg5 Ke4 42. b4 Kf4 43. Rg3 Ke4 44. Kb3 Bd1+ 45. Kb2 Ba4 46. Rg5 Rh6 47. Rg3 *
lkmPF,8/4pk2/4pn1Q/2p2r2/5N2/2P3q1/1P4P1/5R1K w - - 3 36,f1f3 g3e1 h1h2 f6g4,1550,76,96,17610,crushing endgame master short,https://lichess.org/9K3qqPVh#70,,1690560,9K3qqPVh,1. e4 c5 2. c3 g6 3. h4 h6 4. h5 g5 5. f4 gxf4 6. d4 Nc6 7. d5 Ne5 8. Bxf4 Bg7 9. Nf3 d6 10. Nxe5 Bxe5 11. Bxe5 dxe5 12. Bb5+ Kf8 13. Qf3 Nf6 14. Nd2 Qb6 15. a4 Rg8 16. Nc4 Qd8 17. Nxe5 Rg5 18. Nd3 a6 19. Bc4 b5 20. axb5 axb5 21. Rxa8 bxc4 22. Nf2 Kg7 23. O-O Qd7 24. Re1 Qb7 25. Rxc8 Qxc8 26. e5 Nxh5 27. e6 fxe6 28. Nh3 Rxd5 29. Qg4+ Kf7 30. Qxc4 Qc6 31. Rf1+ Nf6 32. Qh4 Rf5 33. Nf4 Qe4 34. Qxh6 Qe3+ 35. Kh1 Qg3 *
fLPHO,3r1rk1/R4ppp/4p3/4P3/2BNbQ2/2q5/6PP/R6K b - - 0 29,d8d4 f4f7 f8f7 a7a8 e4a8 a1a8 d4d8 a8d8 f7f8 c4e6 g8h8 d8f8,2005,80,91,138981,backRankMate deflection mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/Gc0QrIpa/black#57,,12647271,Gc0QrIpa,1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 4. d3 a6 5. a3 b5 6. Ba2 Bb7 7. O-O Be7 8. Bf4 Nf6 9. Nbd2 O-O 10. Ne5 Nxe5 11. Bxe5 d5 12. f3 c4 13. Qe1 Qb6+ 14. d4 dxe4 15. fxe4 Ng4 16. Kh1 Nxe5 17. dxe5 Bg5 18. Nf3 Bh6 19. c3 Rad8 20. Nd4 a5 21. Qg3 b4 22. Bxc4 Bxe4 23. axb4 axb4 24. Ra6 Qb7 25. Rfa1 bxc3 26. bxc3 Qb2 27. Ra7 Bf4 28. Qg4 Qxc3 29. Qxf4 *
qmUtW,5brk/6rp/ppq1pQ2/3p4/3P1P2/2P3P1/PB4K1/4R2R b - - 10 32,f8e7 h1h7 h8h7 e1h1,1403,75,96,24650,attraction kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/iOVknolg/black#63,,2366400,iOVknolg,1. e4 c5 2. f4 a6 3. Nf3 e6 4. c3 Nc6 5. d4 b6 6. Be2 Nge7 7. O-O Bb7 8. e5 cxd4 9. Nxd4 Nxd4 10. cxd4 Nd5 11. Nc3 Be7 12. Bf3 Nxc3 13. bxc3 Bxf3 14. Qxf3 O-O 15. Bb2 f5 16. exf6 Bxf6 17. Kh1 d5 18. Qe2 Qd6 19. Rae1 Rfe8 20. Qg4 Ra7 21. Re2 g6 22. Rfe1 Rae7 23. h4 Kf7 24. h5 gxh5 25. Qxh5+ Kg7 26. Qg4+ Kh8 27. g3 Bg7 28. Kg2 Qc6 29. Rh1 Rg8 30. Qh4 Bf8 31. Qf6+ Reg7 32. Ree1 *
uEHpH,8/1p3kp1/p1p4p/3pR3/1n3KPP/1P3P2/P7/8 w - - 4 33,f4f5 g7g6 f5f4 b4d3 f4g3 d3e5,1249,75,98,16717,crushing endgame fork long,https://lichess.org/3rAHmxsU#64,,1638266,3rAHmxsU,1. d4 f5 2. c4 Nf6 3. Nf3 e6 4. Bg5 Be7 5. Nc3 O-O 6. Bxf6 Bxf6 7. e4 fxe4 8. Nxe4 d5 9. cxd5 exd5 10. Nxf6+ Qxf6 11. Bd3 Qe7+ 12. Qe2 Qxe2+ 13. Bxe2 Bg4 14. O-O c6 15. Rfe1 Bxf3 16. Bxf3 Nd7 17. Re7 Rad8 18. Rae1 Rf7 19. Bg4 Nf6 20. Be6 Rf8 21. Bxf7+ Rxf7 22. Rxf7 Kxf7 23. f3 a6 24. Kf2 h6 25. h4 Nd7 26. Rc1 Nb6 27. b3 Nc8 28. Re1 Nd6 29. Re5 Nb5 30. g4 Nxd4 31. Ke3 Nc2+ 32. Kf4 Nb4 *
KZ2aY,r5k1/p1pq2pp/1pn2p2/2p2P2/2P1r3/4B2P/P1P1Q2K/R4RN1 w - - 0 24,e2d3 d7d3 c2d3 e4e3,1273,75,95,15324,capturingDefender crushing master middlegame short,https://lichess.org/FL0Moo9Z#46,,1455780,FL0Moo9Z,1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. Bb5 Bb4 5. O-O O-O 6. Bxc6 dxc6 7. d3 Bxc3 8. bxc3 Nd7 9. h3 Re8 10. Bg5 f6 11. Be3 Qe7 12. Nh4 Nf8 13. Qh5 Qf7 14. Qe2 Ng6 15. Nf3 Be6 16. c4 b6 17. Kh2 c5 18. g3 Qd7 19. Ng1 Ne7 20. f4 exf4 21. gxf4 Nc6 22. f5 Bxc4 23. dxc4 Rxe4 *
NKiEN,r1b2rk1/1p3ppp/p1nqpb2/3p4/5N2/2P3Q1/PP1N1PPP/R1B2RK1 b - - 5 15,g8h8 f4g6 h7g6 g3d6,1256,76,95,23395,crushing discoveredAttack opening short,https://lichess.org/4qz9V7e6/black#29,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,2222525,4qz9V7e6,1. e4 c5 2. Bc4 e6 3. Nh3 a6 4. d4 cxd4 5. Qxd4 Nc6 6. Qe3 Nf6 7. c3 Be7 8. O-O O-O 9. e5 Ng4 10. Qe4 Ngxe5 11. Bd3 Nxd3 12. Qxd3 d5 13. Qg3 Qd6 14. Nf4 Bf6 15. Nd2 *
J5Oac,r1b2r1k/p2p2pp/2pN2q1/8/8/1B5n/PPP3PP/R2Q1R1K b - - 7 20,f8f2 d6f7 g6f7 b3f7,1643,77,94,14833,crushing kingsideAttack middlegame short,https://lichess.org/unJcXMh7/black#39,,1394302,unJcXMh7,1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 4. O-O Nf6 5. Nc3 Be7 6. d4 cxd4 7. Nxd4 O-O 8. Nxc6 bxc6 9. e5 Ne8 10. Re1 f6 11. Bxe6+ Kh8 12. exf6 Nxf6 13. Bb3 Bc5 14. Bg5 Bxf2+ 15. Kxf2 Ng4+ 16. Kg1 Qxg5 17. Ne4 Qg6 18. Nd6 Nf2 19. Rf1 Nh3+ 20. Kh1 *
oY29r,R7/2p4k/6p1/3B1ppp/3b4/4qP2/1PP3PP/3Q1K2 w - - 0 25,d1e2 e3g1,1078,75,95,13501,endgame mate mateIn1 oneMove,https://lichess.org/WtkRigkp#48,,1282595,WtkRigkp,1. e4 d5 2. exd5 Nf6 3. Bb5+ Bd7 4. Bc4 Bg4 5. f3 Bf5 6. Nc3 a6 7. a4 Nbd7 8. a5 g6 9. d4 h5 10. Nge2 Bg7 11. Bf4 O-O 12. Ng3 e6 13. Nxf5 exf5 14. O-O Re8 15. Re1 b5 16. axb6 Nxb6 17. Bxa6 Nfxd5 18. Rxe8+ Qxe8 19. Bg5 f6 20. Nxd5 Nxd5 21. Bc4 fxg5 22. Bxd5+ Kh7 23. Rxa8 Qe3+ 24. Kf1 Bxd4 *
